Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.08890377813606,1.9178490081095,1.75491578553326,1.8498274668072,1.04146187127856,1.03526887876487,1.88368859016883,2.43600189593653,1.94194523627264,..
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.5390243902439,..,..
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,24.1178217113198,23.968791989464,23.2867924778941,23.0104486395053,20.9488884309171,19.7765044306929,20.2606554622803,20.7879970154028,19.6452274613257,..
United States,USA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.84017399490275,4.47740121867267,4.04667887867098,3.69589111827138,3.47784616819686,3.41894060128079,3.31338528335912,3.3162444576718,3.41310666834644,..
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.44904589,97.06859919,98.19768385,111.5562164,119.1439209,122.5945483,123.0448345,129.0140075,134.4588794,..
United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,7.2,7.1,7,6.9,6.8,6.7,6.7,6.6,6.5,..
United States,USA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,94.59459459,94.68085106,95.34050179,95.86956522,100,100.0834725,99.594485,99.84264359,100.3187251,..
United States,USA,Net migration,SM.POP.NETM,..,4961716,..,..,..,..,4774029,..,..,..
United States,USA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
United States,USA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6104000000,6303000000,6613000000,6503000000,6578000000,6330000000,6347000000,6651000000,6724000000,..
